0.9,30.56,10.12,3.42,7.71,11.52,1.342,0.067,1
0.94,30.54,10.13,3.42,7.71,11.28,1.342,0.067,1
1,30.61,10.13,3.42,7.71,11.27,1.342,0.067,1
1.03,30.56,10.12,3.42,7.71,11.31,1.342,0.067,1
1.08,30.72,10.14,3.42,7.71,11.37,1.342,0.067,1
1.11,30.73,10.15,3.42,7.71,11.22,1.342,0.067,1
1.14,30.85,10.17,3.42,7.71,11.03,1.342,0.067,1
1.06,30.86,10.15,3.42,7.71,11.02,1.342,0.067,1
0.75,30.55,10.1,3.42,7.7,11.44,1.342,0.067,1
0.62,30.18,10.09,3.07,7.7,11.81,1.155,0.062,1
0.63,30.37,10.1,3.07,7.7,11.31,1.155,0.062,1
0.66,30.25,10.08,3.07,7.7,11.07,1.155,0.062,1
0.76,30.43,10.1,3.07,7.7,10.97,1.155,0.062,1
0.76,30.49,10.09,3.07,7.7,10.95,1.155,0.062,1
0.75,30.49,10.08,3.07,7.7,10.84,1.155,0.062,1
0.74,30.45,10.07,3.07,7.7,10.8,1.155,0.062,1
0.68,30.34,10.07,3.07,7.7,10.84,1.155,0.062,1
0.53,30.1,10.04,3.07,7.69,10.98,1.155,0.062,1
0.56,29.91,10.04,3.07,7.69,11.15,1.155,0.062,1
0.59,30.01,10.05,3.07,7.7,11.02,1.155,0.062,1
0.64,30.15,10.07,3.07,7.7,10.92,1.155,0.062,1
0.71,30.34,10.08,2.8,7.71,10.78,0.812,0.057,1
0.75,30.55,10.1,2.8,7.71,10.69,0.812,0.057,1
0.73,30.59,10.11,2.8,7.71,10.74,0.812,0.057,1
0.71,30.61,10.12,2.8,7.72,10.72,0.812,0.057,1
0.72,30.58,10.12,2.8,7.72,10.75,0.812,0.057,1
0.75,30.55,10.11,2.8,7.72,10.72,0.812,0.057,1
0.76,30.49,10.1,2.8,7.72,10.84,0.812,0.057,1
0.69,30.44,10.1,2.8,7.72,10.9,0.812,0.057,1
0.68,30.42,10.11,2.8,7.72,10.93,0.812,0.057,1
0.8,30.43,10.09,2.8,7.72,10.82,0.812,0.057,1
0.95,30.58,10.1,2.8,7.73,10.73,0.812,0.057,1
1.02,30.69,10.13,2.8,7.73,10.77,0.812,0.057,1
1.03,30.75,10.15,2.83,7.73,10.72,0.675,0.055,1
1.12,30.93,10.19,2.83,7.74,10.69,0.675,0.055,1
1.09,30.98,10.17,2.83,7.74,10.53,0.675,0.055,1
1.12,30.96,10.17,2.83,7.74,10.57,0.675,0.055,1
1.04,30.98,10.18,2.83,7.74,10.63,0.675,0.055,1
0.98,30.81,10.16,2.83,7.75,10.73,0.675,0.055,1
1.06,30.93,10.19,2.83,7.75,10.65,0.675,0.055,1
1.1,31,10.21,2.83,7.76,10.48,0.675,0.055,1
1.23,31.17,10.25,2.83,7.77,10.39,0.675,0.055,1
1.35,31.35,10.3,2.83,7.78,10.35,0.675,0.055,1
1.51,31.49,10.36,2.83,7.79,10.25,0.675,0.055,1
1.72,31.78,10.43,2.83,7.79,10.2,0.675,0.055,1
1.77,31.91,10.44,2.82,7.79,10.14,0.621,0.056,1
1.74,31.89,10.42,2.82,7.79,10.18,0.621,0.056,1
1.68,31.78,10.41,2.82,7.79,10.07,0.621,0.056,1
1.68,31.73,10.41,2.82,7.79,10.1,0.621,0.056,1
1.65,31.7,10.42,2.82,7.79,10.16,0.621,0.056,1
1.66,31.65,10.43,2.82,7.79,10.09,0.621,0.056,1
1.79,31.75,10.46,2.82,7.8,10.15,0.621,0.056,1
1.86,31.88,10.49,2.82,7.8,10.12,0.621,0.056,1
1.85,31.92,10.49,2.82,7.8,10.14,0.621,0.056,1
1.86,31.91,10.5,2.82,7.8,10.18,0.621,0.056,1
1.89,31.88,10.49,2.82,7.8,10.18,0.621,0.056,1
1.96,31.87,10.5,2.82,7.81,10.24,0.621,0.056,1
2.03,31.91,10.52,2.8,7.81,10.09,0.711,0.056,1
2.14,32.02,10.54,2.8,7.81,10.1,0.711,0.056,1
2.22,32.09,10.56,2.8,7.82,10.15,0.711,0.056,1
2.28,32.18,10.58,2.8,7.82,10.21,0.711,0.056,1
2.29,32.2,10.58,2.8,7.82,10.19,0.711,0.056,1
2.27,32.18,10.58,2.8,7.81,10.17,0.711,0.056,1
2.26,32.14,10.58,2.8,7.81,10.19,0.711,0.056,1
2.29,32.09,10.56,2.8,7.81,10.18,0.711,0.056,1
2.33,32.02,10.52,2.8,7.8,10.06,0.711,0.056,1
2.26,31.97,10.51,2.8,7.8,10.01,0.711,0.056,1
2.23,32.08,10.54,2.8,7.81,10.13,0.711,0.056,1
2.28,32.08,10.54,2.8,7.81,10.12,0.711,0.056,1
2.34,32.17,10.57,3.28,7.81,10.26,0.732,0.06,1
2.38,32.19,10.57,3.28,7.81,10.22,0.732,0.06,1
2.42,32.14,10.56,3.28,7.81,10.28,0.732,0.06,1
2.46,32.07,10.54,3.28,7.8,10.36,0.732,0.06,1
2.49,31.88,10.53,3.28,7.8,10.3,0.732,0.06,1
2.51,32,10.57,3.28,7.8,10.33,0.732,0.06,1
2.55,32.13,10.58,3.28,7.8,10.45,0.732,0.06,1
2.57,32.14,10.57,3.28,7.8,10.29,0.732,0.06,1
2.55,32.1,10.56,3.28,7.8,10.29,0.732,0.06,1
2.54,32.09,10.57,3.28,7.79,10.28,0.732,0.06,1
2.54,32.07,10.57,3.28,7.79,10.34,0.732,0.06,1
2.53,32.05,10.56,3.28,7.79,10.33,0.732,0.06,1
2.53,31.95,10.54,3.03,7.78,10.47,0.764,0.058,1
2.53,31.9,10.54,3.03,7.78,10.59,0.764,0.058,1
2.62,31.78,10.5,3.03,7.77,10.42,0.764,0.058,1
2.69,31.37,10.44,3.03,7.76,10.61,0.764,0.058,1
2.58,31.5,10.49,3.03,7.76,10.72,0.764,0.058,1
2.73,31.46,10.47,3.03,7.76,10.66,0.764,0.058,1
2.85,31.31,10.45,3.03,7.76,10.8,0.764,0.058,1
2.88,31.32,10.46,3.03,7.76,10.83,0.764,0.058,1
2.89,31.35,10.46,3.03,7.76,10.86,0.764,0.058,1
2.86,31.32,10.47,3.03,7.76,10.84,0.764,0.058,1
2.79,31.37,10.49,3.03,7.76,10.84,0.764,0.058,1
2.75,31.43,10.51,3.03,7.77,10.97,0.764,0.058,1
2.73,31.49,10.53,2.91,7.77,10.95,0.871,0.059,1
